t,l_j1,l_j2,l_j3,l_j4,l_j5,l_j6,l_j7,r_j1,r_j2,r_j3,r_j4,r_j5,r_j6,r_j7
11.195,32.154,32.287,181.229,32.041,32.703,32.665,31.915,33.065,32.387,32.667,32.216,22.494,32.483,32.530
11.200,33.691,33.304,181.244,32.857,32.571,33.222,33.223,32.666,33.191,33.273,33.307,6.647,32.810,33.264
11.205,33.635,33.406,181.154,32.480,33.343,32.545,33.443,32.481,33.056,32.839,32.707,6.647,32.867,32.545
11.210,32.452,33.155,181.278,32.588,33.404,32.655,33.394,32.697,32.562,32.949,32.284,6.647,32.586,32.954
11.215,33.177,33.426,181.177,32.896,32.930,32.518,32.559,32.952,32.468,32.679,33.230,6.647,32.714,32.775
11.220,33.923,33.622,181.207,33.791,33.575,33.880,33.459,33.638,33.979,33.286,33.268,245.353,33.499,33.503
11.225,33.456,33.810,181.209,33.552,33.232,33.248,33.870,33.535,33.497,33.248,33.907,245.353,33.825,32.978
11.230,33.751,33.250,181.245,34.179,33.011,33.423,33.365,33.127,33.672,33.773,33.437,245.353,33.302,33.617
11.235,33.227,33.917,181.139,33.856,33.959,33.727,33.639,33.156,33.177,33.395,33.852,245.353,33.515,33.410
11.240,34.105,34.192,181.154,34.442,34.268,34.251,34.404,34.314,34.126,34.652,33.897,313.532,34.656,34.333
11.245,34.530,33.698,181.252,34.939,34.497,34.184,34.295,34.423,34.408,34.327,33.796,313.532,34.507,34.563
11.250,34.187,34.206,181.236,34.067,34.631,34.577,34.311,33.258,34.018,34.465,33.792,313.532,34.416,34.282
11.255,34.156,33.779,181.210,34.680,34.291,33.949,34.585,34.191,34.233,34.054,34.188,313.532,34.145,34.535
11.260,34.849,34.605,181.232,34.690,35.134,34.805,35.597,34.798,34.749,34.920,34.598,330.384,35.057,34.765
11.265,34.511,35.172,181.203,34.639,34.761,35.085,34.421,35.105,34.565,34.941,34.698,330.384,34.807,34.854
11.270,34.611,35.161,181.169,35.146,35.038,34.727,35.223,34.142,35.111,35.088,34.853,330.384,34.733,34.915
11.275,34.760,34.612,181.237,34.709,34.890,34.773,34.704,34.661,35.021,34.906,35.226,330.384,34.660,34.759
11.280,35.658,35.000,181.186,35.391,35.580,35.801,35.636,35.202,35.743,35.875,35.728,65.257,35.388,35.838
11.285,35.431,35.876,181.180,35.774,35.355,35.321,36.038,35.916,35.868,36.143,36.059,65.257,35.570,35.751
11.290,36.280,35.317,181.190,35.457,35.409,35.291,36.048,36.115,35.220,35.583,36.033,65.257,36.032,35.151
11.295,35.156,35.912,181.248,36.074,35.771,35.904,35.620,35.853,35.864,36.198,35.965,65.257,35.239,36.132
11.300,36.193,36.744,181.221,37.257,36.570,36.508,36.520,36.612,36.155,35.936,36.597,324.506,36.880,36.304
11.305,36.327,36.646,181.200,37.025,36.763,36.419,36.855,35.895,36.363,36.479,35.907,324.506,36.977,36.351
11.310,36.689,37.150,181.185,36.612,36.497,36.300,36.603,36.298,36.994,36.406,36.055,324.506,36.674,36.551
11.315,36.081,36.747,181.186,36.374,36.696,36.173,36.564,36.616,36.909,36.286,36.006,324.506,36.479,36.495
11.320,37.488,37.360,181.288,37.273,37.535,37.372,37.661,37.343,37.273,37.687,37.412,238.732,37.398,36.907
11.325,37.145,37.257,181.193,37.565,37.153,37.879,36.964,37.558,37.805,37.693,37.475,238.732,37.299,37.271
11.330,37.164,37.395,181.216,36.817,37.037,37.366,37.373,37.727,37.928,37.565,37.641,238.732,37.592,37.702
11.335,37.541,37.500,181.086,37.746,36.932,38.093,37.520,37.238,37.476,37.587,37.594,238.732,37.386,37.374
11.340,38.598,37.928,181.170,37.772,38.719,38.221,37.764,38.473,38.071,38.122,38.449,165.385,38.189,38.087
11.345,38.662,38.236,181.230,38.142,38.344,38.224,38.037,38.376,38.354,38.774,37.755,165.385,38.297,37.942
11.350,37.980,38.335,181.176,38.219,38.759,38.060,38.847,38.400,38.530,38.174,38.689,165.385,37.902,38.932
11.355,38.662,37.855,181.267,38.450,38.186,37.987,38.337,38.518,38.515,38.445,38.179,165.385,38.252,38.654
11.360,39.653,38.902,181.216,39.448,39.496,39.651,39.185,39.218,39.793,39.210,39.150,91.392,39.331,39.069
11.365,39.433,39.402,181.224,39.631,38.889,39.084,39.412,38.898,39.506,38.664,39.646,91.392,39.279,39.813
11.370,39.472,38.866,181.220,39.203,38.887,39.000,39.360,39.468,39.854,39.686,39.286,91.392,39.239,39.879
11.375,39.345,39.684,181.220,39.758,38.843,39.719,39.581,39.474,38.742,39.260,39.549,91.392,39.470,39.553
11.380,40.322,40.505,181.195,40.024,40.222,39.973,40.107,40.368,40.731,40.566,40.552,121.732,39.980,40.380
11.385,40.635,40.437,181.181,40.547,39.911,39.945,40.221,40.374,40.563,40.718,40.235,121.732,40.430,41.561
11.390,40.887,40.142,181.216,40.034,40.149,40.793,40.545,40.683,40.681,40.139,40.275,121.732,40.702,40.638
11.395,40.293,40.027,181.232,40.764,40.212,40.448,40.760,40.908,40.561,40.136,40.757,121.732,40.230,40.463
11.400,41.566,41.492,181.106,41.259,41.226,41.422,41.213,41.303,41.400,41.481,41.225,199.219,41.530,41.402
11.405,41.746,41.546,181.112,41.413,41.002,41.259,41.464,42.093,41.364,41.186,41.875,199.219,40.782,41.673
11.410,41.027,41.742,181.297,41.799,41.416,41.902,41.670,41.269,41.695,41.748,41.236,199.219,41.126,41.666
11.415,41.964,40.606,181.212,41.468,41.528,41.099,41.082,41.199,41.108,41.137,41.398,199.219,41.145,41.676
11.420,42.705,42.714,181.147,42.605,42.583,42.316,42.541,42.657,42.688,42.677,42.700,79.106,42.568,42.757
11.425,43.041,42.804,181.315,42.752,42.754,42.760,42.663,42.344,42.883,43.073,42.316,79.106,42.415,42.743
11.430,42.505,42.370,181.254,42.065,42.500,42.797,42.136,43.223,42.666,43.138,42.633,79.106,42.869,41.999
11.435,42.323,42.679,181.302,42.580,42.368,42.883,42.488,42.928,42.502,42.311,42.810,79.106,42.723,42.058
11.440,43.728,43.563,181.252,43.593,43.308,43.798,43.431,43.488,43.634,44.055,43.511,243.592,43.048,43.731
11.445,43.867,43.590,181.152,43.552,43.960,43.647,43.918,43.614,43.653,43.110,44.074,243.592,43.457,43.119
11.450,43.487,43.302,181.198,43.732,43.876,43.870,43.945,43.781,43.724,44.430,44.160,243.592,43.759,44.054
11.455,44.056,43.967,181.162,43.435,44.023,43.874,43.841,44.295,44.089,43.920,43.517,243.592,44.031,43.713
11.460,45.083,44.998,181.190,44.927,44.502,45.000,44.570,44.719,45.458,45.059,44.811,87.299,44.429,44.811
11.465,44.671,44.858,181.226,45.309,45.235,44.549,45.800,44.843,45.634,45.010,44.999,87.299,44.881,45.011
11.470,45.147,44.858,181.246,45.063,45.372,44.276,45.850,44.717,44.933,44.750,44.884,87.299,45.368,45.041
11.475,44.954,45.069,181.223,45.352,45.132,44.885,44.963,45.112,44.912,45.047,44.803,87.299,45.123,44.816
11.480,46.281,46.684,181.148,46.364,46.396,46.124,45.934,46.111,46.383,46.132,45.627,307.857,46.222,46.313
11.485,46.148,46.686,181.111,46.082,46.231,46.487,46.118,45.844,46.234,46.144,46.091,307.857,46.526,46.589
11.490,46.050,46.292,181.172,46.073,46.371,46.661,46.782,45.957,46.200,45.918,46.763,307.857,46.180,46.460
11.495,45.895,45.989,181.214,45.916,46.427,46.096,45.966,46.325,46.271,45.868,46.242,307.857,45.973,46.372
11.500,47.620,47.737,181.234,47.361,47.555,0.000,47.732,48.101,47.583,47.529,47.438,325.925,47.059,47.472
11.505,47.599,47.039,181.184,47.872,47.562,47.759,47.579,48.107,47.943,47.517,47.594,325.925,47.375,47.639
11.510,47.736,48.028,181.250,47.527,48.038,47.820,47.771,47.841,47.675,47.466,47.675,325.925,47.557,47.396
11.515,47.367,47.796,181.128,47.745,46.964,47.235,46.805,47.301,47.302,48.033,47.978,325.925,47.382,47.452
11.520,49.076,48.751,181.090,49.332,48.795,0.000,48.860,49.545,48.731,49.422,49.099,308.347,48.658,49.138
11.525,49.200,48.850,181.207,48.524,49.015,48.957,48.378,49.297,48.812,48.730,49.166,308.347,49.253,49.027
11.530,48.580,48.689,181.197,48.775,49.077,48.604,48.635,48.871,49.385,48.443,48.858,308.347,48.942,48.859
11.535,49.001,49.029,181.229,48.507,48.739,49.021,48.744,48.653,49.359,48.759,48.897,308.347,48.710,48.718
11.540,51.017,50.024,181.239,50.583,50.633,49.809,50.726,50.155,50.409,50.258,50.250,231.943,50.790,50.351
11.545,50.176,50.323,181.198,50.477,50.520,50.308,50.038,50.299,50.177,50.562,50.178,231.943,50.681,50.480
11.550,50.234,50.104,181.188,50.506,50.148,50.294,50.234,50.209,50.312,50.423,49.923,231.943,50.567,49.994
11.555,50.316,49.751,181.246,50.267,50.426,50.509,50.582,50.569,50.177,50.458,50.289,231.943,50.364,50.116
11.560,51.601,51.729,181.105,51.750,51.744,51.990,51.685,51.663,51.878,52.107,51.857,139.095,51.987,51.875
11.565,52.029,51.606,181.205,51.747,51.729,51.912,51.610,52.005,51.965,50.793,51.919,139.095,51.966,51.733
11.570,51.735,51.458,181.203,52.152,51.665,51.799,51.775,52.020,51.871,51.763,51.913,139.095,52.040,52.086
11.575,51.727,51.340,181.284,51.074,51.770,51.671,51.954,52.228,51.385,51.951,52.019,139.095,52.093,51.206
11.580,52.989,53.040,181.121,53.316,53.281,52.849,53.080,53.456,53.679,52.885,53.222,77.488,53.700,53.533
11.585,53.397,53.055,181.283,53.578,53.035,52.701,53.519,52.763,53.178,53.386,53.261,77.488,53.233,52.706
11.590,53.200,52.952,181.232,52.958,53.836,53.020,53.894,53.506,53.423,53.557,53.319,77.488,53.087,53.220
11.595,53.104,53.001,181.239,53.233,52.332,53.504,53.173,53.489,53.005,53.077,53.129,77.488,53.541,53.225
11.600,54.639,54.619,181.175,54.862,54.810,54.711,54.855,54.292,54.641,54.540,54.513,207.198,54.794,54.984
11.605,55.225,54.424,181.221,54.864,55.275,54.683,54.370,54.462,55.112,54.819,54.791,207.198,54.699,54.920
11.610,54.735,54.957,181.045,54.209,55.237,54.725,54.855,54.430,54.488,54.745,54.855,207.198,54.664,54.600
11.615,54.818,54.802,181.178,54.737,55.196,55.414,55.016,54.295,54.709,54.775,54.782,207.198,55.012,53.944
11.620,56.692,56.440,181.183,56.415,55.941,56.169,56.673,56.287,56.244,56.073,56.704,71.951,56.701,56.172
11.625,56.246,55.978,181.211,55.740,56.289,56.120,55.854,56.830,56.047,55.691,55.890,71.951,56.302,56.351
11.630,56.573,56.111,181.242,56.246,56.200,56.126,56.513,56.570,56.344,56.666,56.510,71.951,56.781,56.802
11.635,55.967,56.297,181.234,56.060,56.163,56.694,56.683,56.478,57.053,55.904,56.395,71.951,56.379,56.393
11.640,58.055,57.812,181.279,57.849,57.962,57.857,57.747,57.947,57.849,58.090,58.065,30.314,58.123,57.087
11.645,57.201,57.628,181.194,57.947,58.063,57.580,57.453,57.828,57.751,57.552,57.517,30.314,57.737,57.666
11.650,57.898,57.643,181.199,57.415,57.832,58.098,58.069,58.269,57.475,57.378,57.752,30.314,57.874,58.270
11.655,57.720,58.005,181.192,58.146,57.654,58.015,57.961,57.886,57.969,58.236,57.857,30.314,57.896,57.412
11.660,59.240,59.714,181.119,59.280,59.682,0.000,59.613,60.064,59.955,59.512,58.762,345.797,60.128,59.120
11.665,59.791,59.917,181.097,59.505,59.243,59.493,59.340,59.389,59.808,59.051,59.554,345.797,59.880,59.726
11.670,59.686,59.358,181.265,59.315,59.488,59.288,59.186,59.243,59.706,59.402,59.669,345.797,59.542,58.923
11.675,59.723,59.663,181.230,59.779,59.226,59.435,58.913,59.867,59.335,59.509,59.800,345.797,59.425,59.439
11.680,61.558,61.328,181.196,61.582,60.871,61.226,61.721,60.957,61.577,61.373,61.235,305.611,61.447,60.398
11.685,61.259,61.167,181.207,61.042,61.075,60.960,61.154,60.956,61.214,60.377,61.283,305.611,61.085,61.115
11.690,61.273,61.128,181.160,60.909,61.468,61.304,61.025,61.365,61.080,61.179,61.387,305.611,61.256,61.183
11.695,61.078,61.089,181.247,61.405,60.806,61.344,61.036,61.211,60.716,61.207,61.115,305.611,61.274,61.100
11.700,63.340,63.012,181.165,63.122,62.841,63.489,62.379,62.775,62.561,62.845,62.613,22.197,62.995,62.688
11.705,63.035,63.015,181.154,62.931,62.620,63.233,62.879,62.598,62.494,62.700,62.912,22.197,62.878,62.357
11.710,62.523,62.506,181.195,62.549,62.930,62.624,62.340,62.311,62.723,62.817,62.885,22.197,62.421,62.402
11.715,62.496,62.660,181.148,62.757,62.102,62.795,62.862,62.745,62.333,63.121,62.822,22.197,62.762,63.270
11.720,64.226,64.194,181.259,64.323,65.152,64.665,64.774,64.288,64.059,64.844,64.417,59.949,64.513,64.440
11.725,64.227,64.503,181.218,64.836,64.145,64.270,64.303,64.221,63.860,64.585,64.183,59.949,64.030,64.571
11.730,64.849,64.299,181.252,64.581,64.254,64.293,64.601,64.568,64.396,64.778,64.323,59.949,64.234,64.275
11.735,64.545,64.552,181.201,64.932,64.047,64.717,64.562,64.057,64.388,64.535,64.480,59.949,64.350,64.573
11.740,66.496,66.582,181.163,66.315,66.426,66.527,66.476,66.171,65.872,66.003,66.204,206.737,66.468,66.198
11.745,65.938,66.018,181.194,66.539,66.022,66.483,66.336,66.320,65.938,66.214,66.622,206.737,65.725,65.847
11.750,65.935,66.490,181.222,66.729,66.009,66.435,66.189,66.074,66.003,66.520,66.331,206.737,66.008,65.840
11.755,66.543,66.237,181.140,66.291,66.212,66.606,65.936,66.169,65.639,66.313,66.252,206.737,66.273,66.158
11.760,67.297,67.862,181.208,68.308,67.817,67.866,68.233,67.663,67.445,68.116,67.821,51.459,68.805,68.099
11.765,67.544,67.867,181.086,67.483,68.081,68.112,67.796,68.009,68.308,67.960,68.205,51.459,67.907,67.606
11.770,67.264,67.877,181.173,67.910,68.122,67.923,67.544,68.048,68.234,68.321,67.546,51.459,67.960,67.840
11.775,67.703,68.119,181.124,67.740,67.941,68.740,68.101,67.576,67.860,67.930,67.969,51.459,68.018,68.193
11.780,70.461,70.239,181.199,69.334,69.399,69.522,69.882,69.522,69.403,69.679,69.832,100.568,70.166,69.107
11.785,69.437,69.709,181.221,69.470,69.402,70.395,69.602,70.011,69.941,70.216,69.898,100.568,69.779,69.533
11.790,69.992,69.585,181.172,69.798,68.933,69.458,70.256,69.801,69.758,69.517,69.688,100.568,69.355,69.758
11.795,70.173,70.035,181.169,69.688,70.420,69.823,69.404,69.691,69.495,69.699,69.681,100.568,69.635,70.276
11.800,71.252,71.668,181.157,71.705,71.581,70.846,71.178,71.872,71.619,70.923,71.930,53.891,71.136,72.096
11.805,71.237,71.240,181.136,71.072,71.740,71.671,71.846,71.151,71.298,71.256,71.312,53.891,71.389,71.185
11.810,71.557,71.717,181.206,71.430,71.434,70.837,71.379,70.773,71.549,71.760,71.616,53.891,71.171,71.588
11.815,71.660,71.370,181.140,71.403,71.594,71.836,71.548,71.230,71.079,71.942,71.524,53.891,71.197,71.355
11.820,72.776,73.340,181.210,73.555,73.519,73.583,73.486,73.375,72.861,73.219,73.388,98.401,72.986,73.491
11.825,73.008,73.482,181.215,73.124,73.474,73.103,73.444,73.223,73.356,73.205,74.092,98.401,73.572,72.995
11.830,73.759,73.102,181.144,73.283,73.565,73.287,73.364,73.270,73.504,72.930,72.813,98.401,73.564,73.025
11.835,73.009,73.211,181.191,73.377,72.933,72.916,73.333,73.308,73.408,72.980,72.833,98.401,73.069,73.710
11.840,75.189,75.221,181.190,74.715,75.472,74.830,75.462,74.679,74.787,74.775,75.157,43.516,74.871,74.761
11.845,75.390,74.645,181.182,75.143,74.930,75.178,75.027,75.431,75.192,75.089,74.990,43.516,74.967,75.043
11.850,74.973,74.966,181.155,74.870,75.606,75.371,74.648,75.670,75.442,75.219,75.199,43.516,74.751,75.496
11.855,75.021,74.534,181.179,75.079,75.290,75.169,74.921,75.033,75.349,75.182,74.287,43.516,74.812,74.298
11.860,76.739,76.972,181.167,77.227,76.485,76.766,77.025,76.799,76.917,76.778,76.839,158.966,77.395,76.243
11.865,76.707,76.854,181.141,77.210,77.284,76.918,77.325,77.009,76.930,76.863,77.182,158.966,76.899,77.085
11.870,76.722,76.594,181.230,76.895,77.283,76.563,77.198,76.846,77.067,77.405,76.911,158.966,77.098,76.578
11.875,76.409,76.686,181.269,76.956,77.224,76.993,76.884,76.811,76.616,77.065,76.973,158.966,77.210,76.771
11.880,78.600,78.228,181.104,78.730,79.203,79.401,78.420,78.683,78.391,78.867,78.834,334.152,78.753,79.131
11.885,78.686,78.708,181.349,78.534,79.512,78.796,79.286,78.599,79.172,78.703,78.714,334.152,78.782,78.623
11.890,78.971,78.477,181.193,79.192,79.461,78.699,78.634,78.845,78.914,78.720,79.124,334.152,79.184,78.690
11.895,78.625,78.756,181.202,78.733,78.630,78.942,78.839,79.188,79.006,78.646,79.077,334.152,78.558,78.070
11.900,80.408,80.860,181.259,80.495,80.532,81.259,79.962,81.054,80.846,80.177,80.347,343.666,80.361,80.682
11.905,81.187,80.452,181.196,80.819,80.552,81.104,80.865,80.610,80.698,80.973,80.200,343.666,80.503,80.845
11.910,80.606,80.275,181.193,80.448,80.650,80.936,80.281,80.252,80.820,80.592,80.024,343.666,81.163,80.641
11.915,80.540,80.974,181.171,80.974,80.223,80.744,80.558,81.106,80.763,81.116,80.366,343.666,80.794,80.626
11.920,82.317,82.278,181.200,81.970,82.223,82.540,82.893,82.479,82.426,82.517,82.387,298.413,82.581,82.559
11.925,82.475,82.798,181.143,82.161,82.556,82.493,82.928,82.474,82.028,82.043,81.699,298.413,82.166,82.399
11.930,82.212,82.600,181.296,82.246,82.216,81.989,82.732,82.860,82.267,82.690,82.583,298.413,82.773,82.108
11.935,82.320,82.815,181.179,82.449,82.585,82.959,82.175,82.352,82.273,82.795,82.791,298.413,82.397,82.993
11.940,84.089,84.203,181.128,84.218,84.163,84.754,84.253,84.142,84.263,84.858,84.126,68.324,84.374,83.621
11.945,83.979,83.839,181.126,84.282,84.764,84.328,84.415,84.272,84.274,84.247,84.646,68.324,84.676,84.344
11.950,84.213,84.184,181.175,84.591,84.820,84.101,84.344,84.229,84.562,84.407,83.861,68.324,84.675,84.915
11.955,83.929,84.378,181.206,84.238,84.540,84.147,84.327,84.070,84.684,83.782,84.438,68.324,83.963,83.951
11.960,86.754,86.752,181.219,86.593,85.912,0.000,86.545,86.419,85.942,86.473,86.458,90.950,85.916,86.153
11.965,85.876,85.967,181.209,86.357,86.123,86.818,86.271,86.032,86.058,86.202,86.437,90.950,85.865,85.909
11.970,86.764,86.366,181.180,86.279,85.763,86.543,86.071,86.628,86.128,86.650,86.005,90.950,85.404,86.254
11.975,86.326,85.825,181.163,86.004,86.012,86.341,86.950,86.295,86.064,85.894,86.263,90.950,85.649,86.592
11.980,88.381,87.998,181.222,88.105,88.646,0.000,88.482,87.380,88.067,88.427,87.929,74.133,88.073,88.453
11.985,88.555,88.428,181.201,88.147,88.613,87.884,88.194,87.994,88.305,88.380,87.964,74.133,88.507,88.470
11.990,87.611,88.396,181.209,88.003,87.989,88.388,88.158,88.215,88.181,88.341,88.380,74.133,88.422,87.888
11.995,88.612,88.238,181.109,88.038,88.402,88.189,88.435,88.200,88.324,88.017,88.013,74.133,87.902,87.950
12.000,90.148,90.017,181.196,90.157,90.390,89.943,90.038,89.958,90.248,90.224,90.940,284.770,90.219,90.245
12.005,89.853,90.134,181.209,90.463,90.273,89.878,89.911,89.766,90.120,90.358,90.031,284.770,89.976,90.111
12.010,89.771,90.275,181.149,89.902,90.236,90.244,90.146,90.292,90.168,90.417,89.776,284.770,90.200,89.658
12.015,90.109,89.950,181.169,89.550,89.969,90.185,90.134,90.033,89.637,89.565,90.029,284.770,90.096,90.269
12.020,91.399,91.835,181.275,92.223,91.722,92.238,92.113,91.570,91.642,91.788,91.879,222.536,91.531,91.621
12.025,92.430,91.924,181.253,91.532,91.815,91.908,92.176,91.679,91.868,91.600,92.583,222.536,91.966,92.081
12.030,91.839,91.972,181.255,92.128,91.679,91.341,92.219,91.869,92.307,91.713,91.781,222.536,91.471,92.285
12.035,92.128,91.355,181.248,92.032,92.038,0.000,92.163,91.284,91.642,91.844,92.176,222.536,92.103,91.503
12.040,93.812,93.681,181.209,93.775,93.547,94.426,93.368,94.125,93.867,94.109,94.494,264.643,93.601,93.805
12.045,93.648,93.654,181.140,93.732,93.636,94.004,93.666,93.585,94.088,93.739,93.663,264.643,93.484,93.413
12.050,93.663,93.734,181.128,93.313,93.400,93.699,93.673,94.227,93.766,93.815,94.335,264.643,93.638,93.542
12.055,93.516,93.558,181.179,94.188,93.872,93.836,93.692,94.089,93.779,94.136,93.936,264.643,93.614,93.687
12.060,96.041,95.940,181.011,95.509,95.607,94.797,95.618,95.605,95.796,95.283,95.584,163.149,95.242,95.863
12.065,95.657,95.860,181.180,95.966,95.168,96.169,96.031,95.463,95.824,95.482,95.547,163.149,95.919,95.628
12.070,95.818,95.661,181.207,95.520,95.643,95.352,95.464,95.615,95.245,95.599,95.952,163.149,95.587,96.000
12.075,95.805,96.534,181.260,95.626,94.967,95.957,95.774,95.380,95.778,95.147,96.117,163.149,95.484,95.653
12.080,97.742,97.754,181.209,97.076,97.864,98.205,97.268,97.714,97.936,97.476,97.611,151.553,98.051,98.037
12.085,97.674,97.900,181.175,97.536,97.457,97.376,97.473,97.764,98.077,97.657,97.616,151.553,97.691,98.268
12.090,97.922,97.619,181.179,96.913,97.937,97.723,97.739,97.325,97.604,97.307,97.379,151.553,97.646,97.467
12.095,97.345,97.699,181.151,97.332,98.352,97.599,97.644,97.319,97.659,97.398,97.486,151.553,97.662,97.595
12.100,99.104,99.698,181.164,99.957,99.241,99.241,98.906,99.002,99.598,99.390,99.311,136.471,99.330,99.453
12.105,99.370,99.178,181.204,99.405,99.054,99.023,99.760,99.759,99.200,99.660,99.266,136.471,99.452,99.674
12.110,99.306,98.947,181.178,99.098,99.482,99.359,99.395,99.400,99.139,99.060,99.015,136.471,99.274,99.862
12.115,99.425,99.990,181.235,99.527,99.749,99.960,98.918,99.478,99.550,99.600,99.628,136.471,99.657,99.754
12.120,101.619,100.747,181.153,101.121,100.691,100.940,100.985,100.890,101.346,101.008,100.691,300.346,101.323,101.128
12.125,101.557,100.840,181.260,101.244,101.740,0.000,101.799,101.335,101.375,101.524,101.401,300.346,101.236,100.891
12.130,101.437,101.166,181.188,100.954,101.165,101.306,101.509,101.117,101.293,101.141,101.221,300.346,101.154,101.159
12.135,101.031,101.054,181.199,101.332,101.698,101.466,100.973,100.926,101.242,101.338,101.089,300.346,101.095,100.714
12.140,103.266,103.121,181.222,102.906,103.092,103.324,103.141,103.054,103.420,103.095,102.692,95.580,102.673,102.609
12.145,103.167,103.558,181.132,103.262,103.093,103.093,103.050,103.099,103.053,103.232,103.803,95.580,102.864,102.932
12.150,103.341,103.330,181.270,103.118,102.804,103.267,102.644,103.232,103.001,102.513,103.001,95.580,102.699,103.102
12.155,103.111,102.464,181.162,102.853,102.848,102.685,102.801,103.825,103.207,103.791,103.286,95.580,103.584,103.073
12.160,104.826,104.740,181.177,104.708,105.267,105.022,104.845,104.591,104.698,104.250,105.048,353.767,104.927,104.812
12.165,104.985,104.982,181.144,104.941,104.970,104.953,105.112,105.050,104.695,104.609,104.941,353.767,104.988,105.226
12.170,104.728,104.871,181.179,104.558,104.496,105.381,104.753,104.624,104.863,105.074,105.125,353.767,105.222,105.086
12.175,104.680,104.320,181.226,104.960,105.082,104.964,105.032,104.997,105.148,105.341,105.122,353.767,104.797,105.356
12.180,106.834,106.547,181.139,107.019,106.589,106.471,106.741,106.878,107.079,106.704,106.271,28.915,106.746,106.719
12.185,106.766,107.058,181.139,107.120,106.584,106.817,106.901,107.158,106.724,106.860,106.613,28.915,106.136,105.920
12.190,107.064,106.730,181.267,106.262,106.573,107.031,106.709,106.530,106.787,106.287,106.385,28.915,106.406,106.888
12.195,106.810,106.567,181.233,106.812,106.860,106.342,107.272,106.894,107.135,107.064,106.744,28.915,106.269,107.049
12.200,108.212,108.134,181.218,108.897,108.392,108.432,108.368,108.687,108.175,108.476,108.148,33.631,108.100,108.472
12.205,108.978,108.831,181.231,109.094,108.996,108.651,108.117,108.397,108.672,108.525,107.946,33.631,108.679,108.093
12.210,109.055,109.273,181.258,108.205,108.332,108.045,108.755,108.287,108.081,108.956,108.817,33.631,108.754,107.991
12.215,108.235,108.301,181.295,108.326,108.588,108.552,108.837,109.008,108.685,108.929,108.692,33.631,108.406,108.810
12.220,110.166,110.619,181.039,110.401,110.089,109.981,110.100,110.747,109.784,110.356,110.313,267.213,111.043,110.730
12.225,110.642,110.342,181.180,110.858,110.494,109.916,110.639,110.331,110.448,110.589,109.754,267.213,110.342,110.726
12.230,110.403,109.998,181.221,110.344,110.633,110.943,110.499,109.745,110.337,110.940,110.413,267.213,110.530,110.133
12.235,109.903,109.887,181.136,110.345,109.769,109.909,110.240,109.959,110.707,109.965,110.240,267.213,110.222,110.045
12.240,112.449,112.190,181.190,112.171,112.244,112.253,111.820,111.653,112.410,111.906,112.533,93.446,112.005,112.045
12.245,112.135,112.052,181.146,112.684,111.932,112.172,111.803,111.898,112.094,111.850,111.760,93.446,111.728,111.658
12.250,112.206,111.871,181.209,111.330,112.122,112.078,112.265,112.172,112.025,111.608,112.075,93.446,111.724,111.881
12.255,112.458,112.161,181.251,112.245,112.419,112.318,112.157,111.339,112.102,111.652,112.003,93.446,111.958,111.276
12.260,113.648,113.965,181.176,113.511,113.668,113.612,113.657,113.642,113.776,113.932,113.636,88.061,113.892,113.926
12.265,113.628,114.595,181.177,113.813,114.412,114.271,113.550,114.102,114.000,114.207,113.740,88.061,113.962,113.382
12.270,114.044,113.795,181.237,114.066,113.816,113.442,113.898,113.602,114.263,113.740,114.246,88.061,114.368,114.174
12.275,114.124,113.609,181.187,114.168,113.257,114.063,113.813,113.762,113.811,113.853,113.852,88.061,114.194,113.921
12.280,115.596,115.243,181.229,115.397,115.870,115.471,115.622,115.189,115.322,115.418,114.919,11.059,115.362,115.425
12.285,115.909,115.703,181.210,115.263,115.734,115.576,115.162,115.613,114.772,115.834,115.135,11.059,115.365,116.115
12.290,115.689,115.794,181.189,115.700,115.190,115.514,116.006,115.388,115.723,115.387,115.889,11.059,115.663,114.873
12.295,115.888,115.499,181.150,115.442,115.556,115.646,115.091,115.110,115.633,115.408,115.778,11.059,115.560,115.710
12.300,117.010,117.538,181.195,117.130,116.891,117.546,117.084,117.191,116.557,117.543,117.507,324.933,117.420,117.157
12.305,117.191,117.282,181.202,117.430,117.505,117.567,117.684,117.453,116.767,117.241,117.213,324.933,117.517,117.346
12.310,117.571,117.178,181.234,117.416,117.059,117.837,117.296,116.839,117.016,117.097,117.833,324.933,117.218,117.098
12.315,116.998,117.102,181.150,117.832,117.498,117.317,117.340,117.477,117.284,117.632,116.980,324.933,117.145,117.366
12.320,118.680,118.929,181.246,118.898,118.817,118.799,118.957,118.836,118.979,119.091,119.224,229.188,119.263,118.954
12.325,118.958,118.988,181.206,118.721,119.049,118.707,118.652,118.991,119.076,118.642,119.500,229.188,119.565,118.926
12.330,118.834,118.811,181.078,118.788,119.195,118.922,118.729,119.255,119.256,118.916,118.618,229.188,118.726,119.230
12.335,118.635,118.602,181.188,119.100,119.077,119.075,118.675,119.168,119.297,119.358,119.587,229.188,118.902,118.669
12.340,120.063,120.231,181.181,121.063,120.459,120.631,120.871,120.465,120.100,120.421,120.910,33.995,121.078,120.299
12.345,120.958,120.899,181.191,120.419,120.563,120.328,120.933,119.918,120.809,120.966,120.785,33.995,121.014,120.582
12.350,120.568,120.382,181.223,120.150,120.169,120.168,120.368,120.614,120.597,120.792,120.397,33.995,120.110,120.065
